# Synthetic Debye; axis unit and DOS unit recorded in material_results.json
0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00
1.60000000000000003e-02 1.99999999999999991e-06 4.50000000000000011e-06
3.20000000000000007e-02 7.99999999999999964e-06 1.80000000000000005e-05
4.80000000000000010e-02 1.80000000000000005e-05 4.04999999999999951e-05
6.40000000000000013e-02 3.19999999999999986e-05 7.20000000000000018e-05
8.00000000000000017e-02 5.00000000000000024e-05 1.12499999999999970e-04
9.60000000000000020e-02 7.20000000000000018e-05 1.61999999999999980e-04
1.11999999999999988e-01 9.79999999999999833e-05 2.20499999999999966e-04
1.28000000000000003e-01 1.27999999999999994e-04 2.88000000000000007e-04
1.43999999999999989e-01 1.61999999999999980e-04 3.64499999999999969e-04
1.60000000000000003e-01 2.00000000000000010e-04 4.49999999999999879e-04
1.75999999999999962e-01 2.41999999999999892e-04 5.44499999999999845e-04
1.92000000000000004e-01 2.88000000000000007e-04 6.47999999999999922e-04
2.08000000000000018e-01 3.38000000000000084e-04 7.60500000000000108e-04
2.23999999999999977e-01 3.91999999999999933e-04 8.81999999999999863e-04
2.39999999999999963e-01 4.49999999999999879e-04 1.01249999999999973e-03
2.56000000000000005e-01 5.11999999999999977e-04 1.15200000000000003e-03
2.72000000000000020e-01 5.78000000000000063e-04 1.30050000000000001e-03
2.87999999999999978e-01 6.47999999999999922e-04 1.45799999999999988e-03
3.03999999999999992e-01 7.21999999999999986e-04 1.62449999999999986e-03
3.20000000000000007e-01 8.00000000000000038e-04 1.79999999999999952e-03
3.36000000000000021e-01 8.82000000000000080e-04 1.98450000000000059e-03
3.51999999999999924e-01 9.67999999999999568e-04 2.17799999999999938e-03
3.67999999999999938e-01 1.05799999999999970e-03 2.38049999999999937e-03
3.84000000000000008e-01 1.15200000000000003e-03 2.59199999999999969e-03
4.00000000000000022e-01 1.25000000000000024e-03 2.81249999999999990e-03
4.16000000000000036e-01 1.35200000000000034e-03 3.04200000000000043e-03
4.31999999999999940e-01 1.45799999999999966e-03 3.28049999999999956e-03
4.47999999999999954e-01 1.56799999999999973e-03 3.52799999999999945e-03
4.64000000000000024e-01 1.68200000000000012e-03 3.78450000000000010e-03
4.79999999999999927e-01 1.79999999999999952e-03 4.04999999999999891e-03
4.95999999999999941e-01 1.92199999999999945e-03 4.32450000000000022e-03
5.12000000000000011e-01 2.04799999999999991e-03 4.60800000000000012e-03
5.28000000000000025e-01 2.17800000000000025e-03 4.90049999999999947e-03
5.44000000000000039e-01 2.31200000000000025e-03 5.20200000000000003e-03
5.59999999999999942e-01 2.44999999999999949e-03 5.51249999999999917e-03
5.75999999999999956e-01 2.59199999999999969e-03 5.83199999999999951e-03
5.91999999999999971e-01 2.73799999999999955e-03 6.16049999999999844e-03
6.07999999999999985e-01 2.88799999999999994e-03 6.49799999999999944e-03
6.23999999999999999e-01 3.04200000000000000e-03 6.84449999999999729e-03
6.40000000000000013e-01 3.20000000000000015e-03 7.19999999999999807e-03
6.56000000000000028e-01 3.36200000000000040e-03 7.56450000000000004e-03
6.72000000000000042e-01 3.52800000000000032e-03 7.93800000000000235e-03
6.88000000000000056e-01 3.69800000000000077e-03 8.32049999999999977e-03
7.03999999999999848e-01 3.87199999999999827e-03 8.71199999999999752e-03
7.19999999999999862e-01 4.04999999999999805e-03 9.11249999999999734e-03
7.35999999999999877e-01 4.23199999999999878e-03 9.52199999999999748e-03
7.52000000000000002e-01 4.41800000000000005e-03 9.94049999999999795e-03
7.68000000000000016e-01 4.60800000000000012e-03 1.03679999999999987e-02
7.84000000000000030e-01 4.80200000000000071e-03 1.08044999999999999e-02
8.00000000000000044e-01 5.00000000000000097e-03 1.12499999999999996e-02
8.16000000000000059e-01 5.20200000000000089e-03 1.17044999999999996e-02
8.32000000000000073e-01 5.40800000000000135e-03 1.21680000000000017e-02
8.47999999999999865e-01 5.61799999999999800e-03 1.26404999999999972e-02
8.63999999999999879e-01 5.83199999999999864e-03 1.31219999999999982e-02
8.79999999999999893e-01 6.04999999999999896e-03 1.36124999999999979e-02
8.95999999999999908e-01 6.27199999999999893e-03 1.41119999999999978e-02
9.11999999999999922e-01 6.49799999999999857e-03 1.46204999999999981e-02
