# Synthetic Debye; axis unit and DOS unit recorded in material_results.json
0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00
3.30853415753908711e-02 4.99999999999999977e-07 2.72023789734553275e-07
6.61706831507817422e-02 1.99999999999999991e-06 1.08809515893821310e-06
9.92560247261726064e-02 4.50000000000000011e-06 2.44821410761097900e-06
1.32341366301563484e-01 7.99999999999999964e-06 4.35238063575285240e-06
1.65426707876954349e-01 1.25000000000000006e-05 6.80059474336383013e-06
1.98512049452345213e-01 1.80000000000000005e-05 9.79285643044391600e-06
2.31597391027736077e-01 2.44999999999999958e-05 1.33291656969931092e-05
2.64682732603126969e-01 3.19999999999999986e-05 1.74095225430114096e-05
2.97768074178517805e-01 4.04999999999999951e-05 2.20339269684988140e-05
3.30853415753908697e-01 5.00000000000000024e-05 2.72023789734553205e-05
3.63938757329299534e-01 6.04999999999999730e-05 3.29148785578809361e-05
3.97024098904690426e-01 7.20000000000000018e-05 3.91714257217756640e-05
4.30109440480081318e-01 8.45000000000000211e-05 4.59720204651395111e-05
4.63194782055472154e-01 9.79999999999999833e-05 5.33166627879724366e-05
4.96280123630862990e-01 1.12499999999999970e-04 6.12053526902744678e-05
5.29365465206253938e-01 1.27999999999999994e-04 6.96380901720456384e-05
5.62450806781644830e-01 1.44500000000000016e-04 7.86148752332859011e-05
5.95536148357035611e-01 1.61999999999999980e-04 8.81357078739952558e-05
6.28621489932426503e-01 1.80499999999999996e-04 9.82005880941737297e-05
6.61706831507817395e-01 2.00000000000000010e-04 1.08809515893821282e-04
6.94792173083208286e-01 2.20500000000000020e-04 1.19962491272938035e-04
7.27877514658599067e-01 2.41999999999999892e-04 1.31659514231523744e-04
7.60962856233989959e-01 2.64499999999999924e-04 1.43900584769578654e-04
7.94048197809380851e-01 2.88000000000000007e-04 1.56685702887102656e-04
8.27133539384771743e-01 3.12500000000000061e-04 1.70014868584095804e-04
8.60218880960162635e-01 3.38000000000000084e-04 1.83888081860558044e-04
8.93304222535553416e-01 3.64499999999999915e-04 1.98305342716489322e-04
9.26389564110944308e-01 3.91999999999999933e-04 2.13266651151889746e-04
9.59474905686335200e-01 4.20500000000000030e-04 2.28772007166759317e-04
9.92560247261725981e-01 4.49999999999999879e-04 2.44821410761097871e-04
1.02564558883711698e+00 4.80499999999999862e-04 2.61414861934905680e-04
1.05873093041250788e+00 5.11999999999999977e-04 2.78552360688182554e-04
1.09181627198789877e+00 5.44500000000000062e-04 2.96233907020928492e-04
1.12490161356328966e+00 5.78000000000000063e-04 3.14459500933143604e-04
1.15798695513868033e+00 6.12499999999999872e-04 3.33229142424827727e-04
1.19107229671407122e+00 6.47999999999999922e-04 3.52542831495981023e-04
1.22415763828946211e+00 6.84499999999999887e-04 3.72400568146603384e-04
1.25724297986485301e+00 7.21999999999999986e-04 3.92802352376694919e-04
1.29032832144024390e+00 7.60500000000000000e-04 4.13748184186255410e-04
1.32341366301563479e+00 8.00000000000000038e-04 4.35238063575285128e-04
1.35649900459102568e+00 8.40500000000000101e-04 4.57271990543784074e-04
1.38958434616641657e+00 8.82000000000000080e-04 4.79849965091752140e-04
1.42266968774180746e+00 9.24500000000000191e-04 5.02971987219189053e-04
1.45575502931719813e+00 9.67999999999999568e-04 5.26638056926094977e-04
1.48884037089258903e+00 1.01249999999999951e-03 5.50848174212470237e-04
1.52192571246797992e+00 1.05799999999999970e-03 5.75602339078314616e-04
1.55501105404337081e+00 1.10450000000000001e-03 6.00900551523628115e-04
1.58809639561876170e+00 1.15200000000000003e-03 6.26742811548410624e-04
1.62118173719415259e+00 1.20050000000000018e-03 6.53129119152662469e-04
1.65426707876954349e+00 1.25000000000000024e-03 6.80059474336383216e-04
1.68735242034493438e+00 1.30050000000000022e-03 7.07533877099573083e-04
1.72043776192032527e+00 1.35200000000000034e-03 7.35552327442232177e-04
1.75352310349571594e+00 1.40449999999999950e-03 7.64114825364359956e-04
1.78660844507110683e+00 1.45799999999999966e-03 7.93221370865957289e-04
1.81969378664649772e+00 1.51249999999999974e-03 8.22871963947023524e-04
1.85277912822188862e+00 1.56799999999999973e-03 8.53066604607558986e-04
1.88586446979727951e+00 1.62449999999999964e-03 8.83805292847563567e-04
1.91894981137267040e+00 1.68200000000000012e-03 9.15088028667037268e-04
1.95203515294806129e+00 1.74050000000000029e-03 9.46914812065980088e-04
1.98512049452345196e+00 1.79999999999999952e-03 9.79285643044391484e-04
2.01820583609884308e+00 1.86049999999999952e-03 1.01220052160227265e-03
2.05129117767423397e+00 1.92199999999999945e-03 1.04565944773962272e-03
2.08437651924962486e+00 1.98450000000000015e-03 1.07966242145644169e-03
2.11746186082501575e+00 2.04799999999999991e-03 1.11420944275273021e-03
2.15054720240040664e+00 2.11250000000000023e-03 1.14930051162848764e-03
2.18363254397579754e+00 2.17800000000000025e-03 1.18493562808371397e-03
2.21671788555118843e+00 2.24450000000000040e-03 1.22111479211840963e-03
2.24980322712657932e+00 2.31200000000000025e-03 1.25783800373257442e-03
2.28288856870196977e+00 2.38049999999999937e-03 1.29510526292620767e-03
2.31597391027736066e+00 2.44999999999999949e-03 1.33291656969931091e-03
2.34905925185275155e+00 2.52049999999999974e-03 1.37127192405188283e-03
2.38214459342814244e+00 2.59199999999999969e-03 1.41017132598392409e-03
2.41522993500353333e+00 2.66449999999999977e-03 1.44961477549543447e-03
2.44831527657892423e+00 2.73799999999999955e-03 1.48960227258641354e-03
2.48140061815431512e+00 2.81249999999999990e-03 1.53013381725686237e-03
2.51448595972970601e+00 2.88799999999999994e-03 1.57120940950677968e-03
2.54757130130509690e+00 2.96450000000000012e-03 1.61282904933616610e-03
2.58065664288048779e+00 3.04200000000000000e-03 1.65499273674502164e-03
2.61374198445587869e+00 3.12050000000000001e-03 1.69770047173334673e-03
2.64682732603126958e+00 3.20000000000000015e-03 1.74095225430114051e-03
2.67991266760666003e+00 3.28049999999999913e-03 1.78474808444840363e-03
2.71299800918205136e+00 3.36200000000000040e-03 1.82908796217513630e-03
2.74608335075744181e+00 3.44449999999999921e-03 1.87397188748133700e-03
2.77916869233283315e+00 3.52800000000000032e-03 1.91939986036700856e-03
2.81225403390822359e+00 3.61249999999999939e-03 1.96537188083214685e-03
2.84533937548361493e+00 3.69800000000000077e-03 2.01188794887675621e-03
2.87842471705900538e+00 3.78449999999999967e-03 2.05894806450083361e-03
2.91151005863439627e+00 3.87199999999999827e-03 2.10655222770437991e-03
2.94459540020978716e+00 3.96049999999999961e-03 2.15470043848739684e-03
2.97768074178517805e+00 4.04999999999999805e-03 2.20339269684988095e-03
3.01076608336056895e+00 4.14050000000000008e-03 2.25262900279183569e-03
3.04385142493595984e+00 4.23199999999999878e-03 2.30240935631325846e-03
3.07693676651135073e+00 4.32450000000000022e-03 2.35273375741415144e-03
3.11002210808674162e+00 4.41800000000000005e-03 2.40360220609451246e-03
3.14310744966213296e+00 4.51250000000000002e-03 2.45501470235434368e-03
3.17619279123752341e+00 4.60800000000000012e-03 2.50697124619364249e-03
3.20927813281291385e+00 4.70449999999999861e-03 2.55947183761241108e-03
3.24236347438830519e+00 4.80200000000000071e-03 2.61251647661064988e-03
3.27544881596369564e+00 4.90049999999999947e-03 2.66610516318835627e-03
3.30853415753908697e+00 5.00000000000000097e-03 2.72023789734553286e-03
3.34161949911447742e+00 5.10049999999999913e-03 2.77491467908217793e-03
3.37470484068986876e+00 5.20200000000000089e-03 2.83013550839829233e-03
